"total_cup_points","species","owner","country_of_origin","farm_name","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","moisture","category_one_defects","quakers","color","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"84.67","Arabica","dream together","Kenya","NA","SL28","Washed / Wet","7.75","7.92","7.83",8,"7.58","7.75",10,10,10,"7.83","0.11",0,0,"Bluish-Green",2000,2000,2000
"84.67","Arabica","juan luis alvarado romero","Guatemala","agropecuaria quiagral","Bourbon","Washed / Wet",8,"7.83","7.67","7.83","7.67",8,10,10,10,"7.67","0.11",0,0,"Green","1310.64","1310.64","1310.64"
"84.67","Arabica","juan luis alvarado romero","Guatemala","valparaiso","Bourbon","Washed / Wet","7.67","7.83","7.67",8,"7.67","7.83",10,10,10,8,"0.12",0,0,"Green",1524,1524,1524
"84.67","Arabica","organizaciones de productores de cafe colimense","Mexico","el nogal, la higuera, los laureles","Typica","Washed / Wet","7.83","7.58","7.67","7.92","7.92","7.83",10,10,10,"7.92","0.13",0,0,"NA",1200,1200,1200
"84.67","Arabica","afca","Uganda","NA","Other","Washed / Wet","7.92","7.83","7.75","7.92","7.67","7.75",10,10,10,"7.83","0.11",0,0,"Blue-Green",1700,1850,1775
"84.67","Arabica","benjamin schmerler","Peru","NA","NA","NA","7.67","7.83","7.75","7.75","7.92","7.83",10,10,10,"7.92",0,0,0,"NA","NA","NA","NA"
"84.67","Arabica","ethiopia commodity exchange","Ethiopia","contact | sidacoop@ethionet.net","NA","NA","7.42","7.75","7.75",8,8,"7.92",10,10,10,"7.83","0.2",0,0,"NA",1500,2000,1750
"84.58","Arabica","jungle estate","Kenya","jungle estate","SL34","Washed / Wet","7.92","7.75","7.83","7.75","7.58","7.92",10,10,10,"7.83","0.11",0,0,"Blue-Green",1754,1754,1754
"84.58","Arabica","racafe & cia s.c.a","Colombia","NA","Other","Washed / Wet","7.83","7.67","7.58","7.92","7.67","7.83",10,10,10,"8.08",0,0,0,"Blue-Green",1500,1500,1500
"84.58","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.92","7.83","7.58",8,"7.83","7.67",10,10,10,"7.75",0,0,1,"Green","NA","NA","NA"
"84.58","Arabica","daniel magu","Kenya","blend","Peaberry","Washed / Wet","7.83","7.83","7.83","7.75","7.58","7.83",10,10,10,"7.92","0.1",0,0,"Bluish-Green",1800,1800,1800
"84.58","Arabica","juan luis alvarado romero","Guatemala","el morito","Pacas","Washed / Wet","7.75","7.83","7.67","7.92","7.75","7.83",10,10,10,"7.83","0.11",0,0,"Green",1524,1524,1524
"84.58","Arabica","juan luis alvarado romero","Guatemala","el papaturro","Bourbon","Washed / Wet",8,"7.92","7.67","7.58","7.58","7.67",10,10,10,"8.17","0.09",0,0,"Green","1219.2","1219.2","1219.2"
"84.58","Arabica","compañia colombiana agroindustrial s.a","Colombia","NA","Caturra","Washed / Wet","7.67","7.67","7.58","7.75","7.58","8.5",10,10,10,"7.83",0,0,0,"NA",1550,1550,1550
"84.58","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.75","7.75","7.83","7.75","7.58",8,10,10,10,"7.92",0,0,0,"NA",1600,1900,1750
"84.58","Arabica","taylor winch (coffee) ltd.","Kenya","NA","SL28","Washed / Wet","7.75","7.75","7.75","8.08","7.75","7.75",10,10,10,"7.75",0,0,0,"Green","NA","NA","NA"
"84.58","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.67","7.83","7.83",8,"7.58","7.92",10,10,10,"7.75",0,0,0,"Green",1750,1750,1750
"84.58","Arabica","lusso lab","Costa Rica","la chaparral","Bourbon","Semi-washed / Semi-pulped","7.75","7.83","7.75",8,"7.83","7.67",10,10,10,"7.75","0.12",0,0,"Bluish-Green",1450,1700,1575
"84.58","Arabica","exportadora de cafe condor s.a","Colombia","various","Caturra","Washed / Wet","7.42","7.67","7.75","7.75","8.08","7.83",10,10,10,"8.08","0.11",0,0,"Green",1800,1800,1800
"84.58","Arabica","nucoffee","Brazil","fazenda recreio","Bourbon","Semi-washed / Semi-pulped",8,8,"7.75","7.75","7.58","7.75",10,10,10,"7.75","0.12",0,0,"Green",1300,1300,1300
"84.58","Arabica","nucoffee","Brazil","fazenda vista alegre","Catuai","Semi-washed / Semi-pulped","8.5",8,"7.5","7.75","7.5","7.83",10,10,10,"7.5","0.11",0,0,"Blue-Green",1100,1100,1100
"84.5","Arabica","max gurdian","Costa Rica","NA","Caturra","Washed / Wet","7.92","7.67","7.92","7.75","7.67","7.58",10,10,10,8,"0.1",0,0,"Bluish-Green",1200,1200,1200
"84.5","Arabica","ecom japan limited","Uganda","kawacom sipi project","SL14","Washed / Wet","7.92","7.75","7.67","7.75","7.83","7.75",10,10,10,"7.83","0.11",0,0,"Green",1750,1750,1750
"84.5","Arabica","yunnan coffee exchange","China","menglian ban’an coffee processing factory","Catimor","Washed / Wet","7.75","7.92","7.67","7.83","7.75","7.67",10,10,10,"7.92","0.1",0,0,"Green",1680,1680,1680
"84.5","Arabica","fabian calderon mora","Costa Rica","coopetarrazú","Caturra","Washed / Wet","7.92","7.83","7.83","7.83","7.58","7.58",10,10,10,"7.92","0.11",0,0,"Green",1700,1700,1700
"84.5","Arabica","federacion nacional de cafeteros","Colombia","NA","Other","Washed / Wet","8.08","7.67","7.83","7.83","7.67","7.67",10,10,10,"7.75","0.12",1,0,"Green",1800,1800,1800
"84.5","Arabica","eric wu","China","puer jiangcheng fuwang coffee biotechnology co., ltd","Other","Washed / Wet","7.67",8,"7.75","7.83","7.75","7.58",10,10,10,"7.92",0,0,0,"Green",1100,1100,1100
"84.5","Arabica","juan luis alvarado romero","Guatemala","el sacramento","Bourbon","Washed / Wet","8.17","7.83","7.67","7.83","7.67","7.83",10,10,10,"7.5","0.11",0,0,"Green","1310.64","1310.64","1310.64"
"84.5","Arabica","dream together","Kenya","rumukia farmers","SL28","Washed / Wet","7.92","7.83","7.67",8,"7.67","7.75",10,10,10,"7.67","0.11",0,0,"Blue-Green",2000,2000,2000
"84.5","Arabica","maria imelda uscanga martinez","Mexico","la barranca","Typica","Washed / Wet",8,"7.92","7.42","8.08","7.5","7.67",10,10,10,"7.92","0.12",0,0,"Green",1350,1350,1350
"84.5","Arabica","alfredo bojalil","Mexico","finca el retiro","Typica","Washed / Wet","7.92","7.83","7.75","7.75","7.75","7.83",10,10,10,"7.67","0.11",0,0,"NA",1500,1500,1500
"84.5","Arabica","juan luis alvarado romero","Guatemala","nueva granada","Bourbon","Washed / Wet","7.67",8,"7.67",8,"7.5","7.83",10,10,10,"7.83","0.11",0,0,"Green","NA","NA","NA"
"84.5","Arabica","daniel friedlander","Brazil","NA","NA","NA","7.81","7.81","7.88","7.75","7.38","8.25","9.5",10,10,"8.13",0,0,0,"NA","NA","NA","NA"
"84.5","Arabica","alexandra katona-carroll","Brazil","NA","NA","NA","8.17","7.67","7.75","7.75","7.67","7.75",10,10,10,"7.75",0,2,0,"NA","NA","NA","NA"
"84.42","Arabica","max gurdian","Costa Rica","several farmers","Caturra","Washed / Wet","7.58","7.83","7.83",8,"7.67","7.58",10,10,10,"7.92","0.1",0,0,"Blue-Green",1300,1300,1300
"84.42","Arabica","aulia arif syahri","Indonesia","darmawi","Mandheling","Other","7.67","7.67","7.83","7.58","7.83","7.83",10,10,10,8,0,0,0,"Blue-Green",1400,1400,1400
"84.42","Arabica","carcafe ltda ci","Colombia","NA","Caturra","Natural / Dry","7.92","7.83","7.75","7.67","7.92","7.67",10,10,10,"7.67",0,0,0,"Green","NA","NA","NA"
"84.42","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.92","7.75","7.67","7.92","7.67","7.75",10,10,10,"7.75",0,0,0,"Green",1600,1950,1775
"84.42","Arabica","kao ming lee","Taiwan","tropica galliard","Typica","Washed / Wet","7.83","7.83","7.75",8,"7.5","7.75",10,10,10,"7.75","0.11",0,0,"Blue-Green",1200,1200,1200
"84.42","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.92","7.92","7.5","7.83","7.5","7.92",10,10,10,"7.83","0.11",0,0,"Blue-Green","NA","NA","NA"
"84.42","Arabica","maria amalia guadalupe toriello elorza","Mexico","finca la chiripa","Pacamara","Washed / Wet","7.75","7.92","7.75","7.67","7.83","7.67",10,10,10,"7.83","0.12",2,0,"NA",900,900,900
"84.42","Arabica","ethiopia commodity exchange","Ethiopia","phone number | 0911-513824 email: gmt.ft","NA","NA","7.5","7.75","7.83","7.92","7.92","7.75",10,10,10,"7.75","0.2",0,0,"NA","NA","NA","NA"
"84.33","Arabica","lydiah mwangi","Kenya","kigwandi","SL28","Washed / Wet","7.33","7.58","7.83","7.75","7.75","7.92",10,10,10,"8.17","0.11",0,0,"Green",1800,1800,1800
"84.33","Arabica","bismarck castro","Honduras","las cuchillas","Caturra","NA","7.92",8,"7.75","7.67","7.67","7.75",10,10,10,"7.58","0.1",0,0,"Green",1500,1500,1500
"84.33","Arabica","raúl vargas","Colombia","NA","Caturra","Washed / Wet","7.58","7.75","7.5","7.83","7.67","8.5",10,10,10,"7.5",0,0,3,"Green","NA","NA","NA"
"84.33","Arabica","bismarck castro","Honduras","los hicaques","Catuai","Washed / Wet","7.58","7.92","7.58","7.75","7.92","7.75",10,10,10,"7.83","0.11",0,1,"Green",1500,1500,1500
"84.33","Arabica","racafe & cia s.c.a","Colombia","NA","NA","NA","7.67","7.67","7.75","7.83","7.75","7.83",10,10,10,"7.83",0,0,2,"NA","NA","NA","NA"
"84.33","Arabica","carcafe ltda ci","Colombia","NA","Caturra","Natural / Dry","7.75","7.67",8,"7.67","8.08","7.83",10,10,10,"7.33","0.11",6,0,"Green",442,442,442
"84.33","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.75","7.58","7.33","7.83","7.58","8.08",10,10,10,"8.17",0,0,0,"Green",1800,1800,1800
"84.33","Arabica","victor hugo melchor cordova","Mexico","la distancia","Typica","Washed / Wet",8,"7.75","7.75","7.83","7.5","7.67",10,10,10,"7.83","0.12",0,0,"Blue-Green",1700,1700,1700
"84.33","Arabica","nucoffee","Brazil","santa alina","Yellow Bourbon","NA","8.17",8,"7.5","7.75","7.5","7.67",10,10,10,"7.75",0,0,0,"NA",1200,1350,1275
"84.33","Arabica","nucoffee","Brazil","fazenda baipendi","NA","NA",8,8,"7.5","7.5","7.67","7.75",10,10,10,"7.92","0.02",0,0,"NA",900,1200,1050
"84.33","Arabica","benjamin schmerler","Ethiopia","NA","NA","NA","7.75","7.75","7.92","7.75","7.5","7.92",10,10,10,"7.75",0,0,0,"NA","1097.28","1889.76","1493.52"
"84.33","Arabica","the coffee source inc.","Guatemala","las minas","NA","NA","7.5","7.67","7.75","7.67","7.92","7.92",10,10,10,"7.92","0.04",1,0,"NA","1341.12","1432.56","1386.84"
"84.25","Arabica","lin, che-hao krude 林哲豪","Taiwan","馨晴咖啡 good mood coffee","Typica","Washed / Wet","7.92","7.75","7.75","7.67","7.67","7.83",10,10,10,"7.67","0.12",0,0,"Blue-Green",1000,1000,1000
"84.25","Arabica","松澤宏樹 koju matsuzawa","Thailand","matsuzawa coffee","Catimor","Natural / Dry","7.83","7.75","7.75","7.42","7.83","7.67",10,10,10,8,"0.12",0,0,"Green",1200,1200,1200
"84.25","Arabica","carcafe ltda ci","Colombia","NA","Caturra","Natural / Dry","7.83","7.58","7.75","7.58","7.67",8,10,10,10,"7.83","0.11",0,0,"Green",2560,2560,2560
"84.25","Arabica","juan luis alvarado romero","Guatemala","finca medina","Caturra","Washed / Wet","7.75","7.75","7.58","7.92","7.75","7.75",10,10,10,"7.75","0.11",0,4,"Green",1500,1500,1500
"84.25","Arabica","juan luis alvarado romero","Guatemala","finca san vicente","Caturra","Washed / Wet","7.75","7.92","7.5","8.08","7.58","7.67",10,10,10,"7.75","0.1",0,0,"Green","1099.4136","1099.4136","1099.4136"
"84.25","Arabica","yunnan coffee exchange","China","menglian county nayun town mangzhang coffee farm","Catimor","Natural / Dry","7.83","7.83","7.58","7.75","7.75","7.75",10,10,10,"7.75","0.1",0,0,"Green",1400,1400,1400
"84.25","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.67","7.67","7.75","7.75","7.67","7.92",10,10,10,"7.83","0.11",0,0,"Green",1600,1950,1775
"84.25","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.83","7.67","7.75","7.58","7.92","7.75",10,10,10,"7.75","0.12",4,0,"Green",1600,1950,1775
"84.25","Arabica","federacion nacional de cafeteros","Colombia","NA","Other","Washed / Wet","7.83","7.75","7.83","7.58","7.67","7.75",10,10,10,"7.83","0.12",0,0,"Green",1800,1800,1800
"84.25","Arabica","carcafe ltda ci","Colombia","NA","Caturra","Natural / Dry","7.42","7.67","7.83","7.75","7.92","7.83",10,10,10,"7.83","0.12",3,0,"Green",442,442,442
"84.25","Arabica","tembo coffee company ltd","Tanzania, United Republic Of","jacksom mwasenga","Other","Washed / Wet","7.83","7.67","7.75","7.83","7.67","7.67",10,10,10,"7.83","0.12",0,0,"Green",1620,1620,1620
"84.25","Arabica","taylor winch (t) ltd","Tanzania, United Republic Of","suma jkt itende","Other","Washed / Wet","7.83","7.75","7.75","7.75","7.67","7.75",10,10,10,"7.75","0.12",0,0,"Green",1600,1600,1600
"84.25","Arabica","juan luis alvarado romero","Guatemala","el papaturro","Bourbon","Other","7.83","7.83","7.5","7.92","7.58","7.75",10,10,10,"7.83","0.1",0,0,"Green","1219.2","1219.2","1219.2"
"84.25","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.58","7.5","7.75","7.83","7.92","7.83",10,10,10,"7.83","0.11",0,0,"Green",1700,1700,1700
"84.25","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.33","7.92","7.92","7.92","7.92","8.08",10,10,"9.33","7.83","0.11",1,0,"Bluish-Green","NA","NA","NA"
"84.25","Arabica","jesus salazar velasco","Mexico","pante carajillo","Typica","Semi-washed / Semi-pulped","7.83","7.92","7.67","7.83","7.5","7.75",10,10,10,"7.75","0.12",0,0,"Green",1450,1450,1450
"84.25","Arabica","manuel herrera juarez","Mexico","finca los barreales","Bourbon","Washed / Wet","7.83","7.83","7.75","7.67","7.83","7.58",10,10,10,"7.75","0.12",0,0,"Green",1170,1170,1170
"84.25","Arabica","alfredo bojalil","Mexico","finca santa teresa","Bourbon","Washed / Wet","7.83","7.92","7.67","7.75","7.5","7.75",10,10,10,"7.83","0.1",0,0,"Bluish-Green",1400,1400,1400
"84.25","Arabica","afca","Uganda","NA","Other","Natural / Dry","8.17","7.75","7.58","7.67","7.83","7.58",10,10,10,"7.67","0.13",4,0,"Green",1700,1700,1700
"84.17","Arabica","juan luis alvarado romero","Guatemala","piamonte","Bourbon","Washed / Wet","7.75","7.83","7.58","7.83","7.67","7.75",10,10,10,"7.75","0.13",0,0,"Green",1700,1700,1700
"84.17","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.83","7.75","7.58","7.67","7.75","7.83",10,10,10,"7.75",0,0,0,"Green","NA","NA","NA"
"84.17","Arabica","wayner jimenez","Costa Rica","los girasoles","Caturra","Washed / Wet","7.92","7.75","7.67","7.67","7.5","7.67",10,10,10,8,"0.09",0,0,"Bluish-Green",1700,1700,1700
"84.17","Arabica","juan luis alvarado romero","Guatemala","finca la joya","Caturra","Washed / Wet","7.75","7.75","7.58",8,"7.67","7.83",10,10,10,"7.58","0.11",0,0,"Green","1116.7872","1116.7872","1116.7872"
"84.17","Arabica","juan luis alvarado romero","Guatemala","santo tomas pachuj","Caturra","Washed / Wet","7.75","7.92","7.58","7.92","7.67","7.67",10,10,10,"7.67","0.1",0,1,"Green",1565,1565,1565
"84.17","Arabica","juan luis alvarado romero","Guatemala","chapultepec","Bourbon","Washed / Wet","7.58","7.83","7.58","7.83","7.83","7.67",10,10,10,"7.83","0.1",0,0,"Green",3280,3280,3280
"84.17","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet",8,"7.5","7.5","7.67",8,"7.83",10,10,10,"7.67",0,0,0,"Bluish-Green",1600,1950,1775
"84.17","Arabica","cooperativa el gorrion r.l","Nicaragua","las nubes","Caturra","Natural / Dry","7.67","7.83","7.83","7.5","7.67","7.83",10,10,10,"7.83","0.12",0,0,"Bluish-Green",900,1100,1000
"84.17","Arabica","cafebras","Brazil","pantano","Catuai","Natural / Dry","7.67","7.75","7.75","7.67","7.83","7.75",10,10,10,"7.75",0,0,0,"NA",1150,1150,1150
"84.17","Arabica","ceca, s.a.","Costa Rica","gamboa","Caturra","Washed / Wet","7.67","7.75","7.67","7.75","7.5",8,10,10,10,"7.83",0,0,0,"Blue-Green",1850,1850,1850
"84.17","Arabica","asefa dukamo keroma","Ethiopia","asefa dukamo coffee plantation","Gesha","Natural / Dry","7.5","7.92","7.58","7.83","7.75","7.83",10,10,10,"7.75","0.1",0,0,"Green",1545,1668,"1606.5"
"84.17","Arabica","selian coffee estate","Tanzania, United Republic Of","selian coffee estate","Other","Washed / Wet","7.92","7.75","7.75","7.75","7.75","7.58",10,10,10,"7.67","0.13",0,0,"Green",1400,1400,1400
"84.17","Arabica","olam agro colombia","Colombia","NA","Other","Washed / Wet","7.67","7.5","7.67","7.42","7.83","8.58",10,10,10,"7.5","0.12",0,0,"Green",1530,1530,1530
"84.17","Arabica","chris finch","Guatemala","NA","NA","Washed / Wet","7.67","7.75","7.67","7.75","7.75","7.75",10,10,10,"7.83","0.11",0,0,"Bluish-Green","NA","NA","NA"
"84.17","Arabica","itochu corporation","Kenya","NA","SL28","Washed / Wet","7.58","7.75","7.75","7.75","7.75","7.83",10,10,10,"7.75","0.08",0,0,"Green",1,500,"250.5"
"84.17","Arabica","owen carver","Brazil","café do paraíso","Mundo Novo","Natural / Dry","7.58","7.83","7.75","7.67","7.67",8,10,10,10,"7.67","0.11",0,0,"Green",894,1183,"1038.5"
"84.17","Arabica","juan luis alvarado romero","Guatemala","la union monte verde","Bourbon","Washed / Wet","7.92","7.75","7.67","7.67","7.83","7.92",10,10,10,"7.42","0.11",0,0,"Green","1310.64","1310.64","1310.64"
"84.17","Arabica","atlantic specialty coffee","El Salvador","el majahual","Bourbon","Natural / Dry","8.42","8.08","7.5","7.17","7.58","8.17","9.33",10,10,"7.92","0.11",0,0,"Bluish-Green",1500,1500,1500
"84.17","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.75","7.75","7.75","7.75","7.83","7.75",10,10,10,"7.58",0,0,0,"Green",1750,1750,1750
"84.17","Arabica","juan luis alvarado romero","Guatemala","el limon","Catuai","Natural / Dry","7.83","7.5","7.5",8,"7.83","7.83",10,10,10,"7.67","0.11",0,0,"Bluish-Green","NA","NA","NA"
"84.17","Arabica","afca","Uganda","NA","Other","Washed / Wet","7.83","7.75","7.5","7.83","7.83","7.75",10,10,10,"7.67","0.11",0,0,"Green",1500,1700,1600
"84.13","Arabica","pt.royal pacific indah international","Indonesia","mus, eman","Mandheling","Natural / Dry","7.81","7.88","7.56","7.75","7.63","7.75",10,10,10,"7.75","0.12",0,0,"Bluish-Green","NA","NA","NA"
"84.08","Arabica","carcafe ltda ci","Colombia","NA","Caturra","Washed / Wet","7.83","7.5","7.42","7.5","7.83","8.5",10,10,10,"7.5",0,1,3,"Green",442,442,442
"84.08","Arabica","lin, che-hao krude 林哲豪","Taiwan","chang yu liang 張玉良","Typica","Washed / Wet","7.58","7.67","7.67","7.67","7.75","7.83",10,10,10,"7.92","0.1",0,0,"Bluish-Green",968,968,968
"84.08","Arabica","juan luis alvarado romero","Guatemala","la esperanza y anexos","Bourbon","Washed / Wet",8,"7.75","7.5","7.58","7.92","7.67",10,10,10,"7.67","0.1",0,0,"Green","NA","NA","NA"
"84.08","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.92","7.75","7.67","7.75","7.67","7.67",10,10,10,"7.67",0,0,0,"NA",1600,1950,1775
"84.08","Arabica","lusso lab","Guatemala","aprocafi","Bourbon","Washed / Wet","7.58","7.75","7.67",8,"7.75","7.67",10,10,10,"7.67","0.1",0,0,"Bluish-Green",1550,1550,1550
"84.08","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.83","7.75","7.83","7.83","7.42","8.08","9.33",10,10,8,"0.11",1,0,"Green","NA","NA","NA"
"84.08","Arabica","andres martinez leon","Mexico","la lagunilla","Typica","Washed / Wet","7.67","7.75","7.67","7.75","7.67","7.75",10,10,10,"7.83","0.11",1,0,"Green",1480,1480,1480
"84.08","Arabica","steven kil","Ethiopia","NA","Other","Natural / Dry","7.92","7.92","7.83",8,"7.92","7.92",10,10,"8.67","7.92","0.09",0,0,"NA",1800,1800,1800
84,"Arabica","amanda powers","Costa Rica","NA","NA","Washed / Wet","7.58","7.75","7.67","7.75","7.83","7.75",10,10,10,"7.67","0.08",1,2,"None","NA","NA","NA"
84,"Arabica","kyagalanyi coffee ltd","Ethiopia","kerchanshe","Gesha","Natural / Dry","7.83","7.75","7.67","7.75","7.33","7.75",10,10,10,"7.92","0.11",3,11,"Green",1800,1800,1800
84,"Arabica","bismarck castro","Honduras","las cuchillas","Caturra","Washed / Wet","7.42","7.83","7.75","7.92","7.75","7.58",10,10,10,"7.75","0.1",0,0,"Green",1500,1500,1500
84,"Arabica","juan luis alvarado romero","Guatemala","finca los cerros y anexos","Caturra","Washed / Wet","7.67","7.83","7.58","7.92","7.75","7.67",10,10,10,"7.58","0.12",0,0,"Green","1658.112","1755.648","1706.88"
84,"Arabica","olam agro colombia","Colombia","NA","Other","Washed / Wet","7.67","7.67","7.83","7.58","7.58","7.83",10,10,10,"7.83","0.11",2,0,"Green",1600,1600,1600
84,"Arabica","juan luis alvarado romero","Guatemala","el papaturro","Bourbon","Natural / Dry","7.92","7.67","7.42","7.92","7.75","7.83",10,10,10,"7.5","0.1",0,0,"Green","1219.2","1219.2","1219.2"
84,"Arabica","juan luis alvarado romero","Guatemala","el papaturro","Bourbon","Other","7.75","7.83","7.5","7.83","7.58","7.67",10,10,10,"7.83","0.1",0,0,"Green","1219.2","1219.2","1219.2"
84,"Arabica","olam agro colombia","Colombia","NA","NA","Washed / Wet","7.67","7.75","7.67","7.67","7.67","7.75",10,10,10,"7.83","0.12",0,0,"Green",1480,1480,1480
84,"Arabica","compañia colombiana agroindustrial s.a","Colombia","NA","Caturra","Natural / Dry","7.58","7.42","7.75","7.92","7.75","7.92",10,10,10,"7.67","0.12",0,0,"Green",1450,1450,1450
84,"Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.67","7.67","7.5","7.5","7.67","7.67",10,10,10,"8.33","0.12",0,0,"Green",1600,1950,1775
84,"Arabica","lusso lab","Ethiopia","NA","Other","Natural / Dry","7.75","7.75","7.5","7.58","7.67","7.92",10,10,10,"7.83","0.09",4,0,"Green",1550,1550,1550
